代號,簡稱,產業別,
6722,輝創,其他電子業,上市
6725,矽科宏晟,其他電子業,上櫃
6727,亞泰金屬,電子零組件業,上櫃
6728,上洋,居家生活,上櫃
6730,常廣,生技醫療業,上櫃
6732,昇佳電子,半導體業,上櫃
6733,博晟生醫,生技醫療業,上櫃
6735,美達科技,其他電子業,上櫃
6739,竹陞科技,其他電子業,上櫃
6741,91APP*-KY,數位雲端,上櫃
6742,澤米,光電業,上市
6743,安普新,其他電子業,上市
6751,智聯服務,資訊服務業,上櫃
6752,叡揚,資訊服務業,上櫃
6753,龍德造船,航運業,上市
6754,匯僑設計,居家生活,上市
6756,威鋒電子,半導體業,上市
6757,台灣虎航,航運業,上市
6761,穩得,電子零組件業,上櫃
6762,達亞,生技醫療業,上櫃
6763,綠界科技*,數位雲端,上櫃
6767,台微醫,生技醫療業,上櫃
6768,志強-KY,運動休閒,上市
6770,力積電,半導體業,上市
6771,平和環保-創,綠能環保,上市
6776,展碁國際,電子通路業,上市
6781,AES-KY,電子零組件業,上市
6782,視陽,生技醫療業,上市
6785,昱展新藥,生技醫療業,上櫃
6788,華景電,半導體業,上櫃
6789,采鈺,半導體業,上市
6790,永豐實,造紙工業,上市
6791,虎門科技,資訊服務業,上櫃
6792,詠業,通信網路業,上市
6794,向榮生技,生技醫療業,上市
6796,晉弘,生技醫療業,上市
6799,來頡,半導體業,上市
6803,崑鼎,綠能環保,上櫃
6804,明係,運動休閒,上櫃
6805,富世達,電子零組件業,上市
6807,峰源-KY,居家生活,上市
6811,宏碁資訊,數位雲端,上櫃
6821,聯寶,電子零組件業,上櫃
6823,濾能,半導體業,上櫃
6829,千附精密,半導體業,上櫃
6830,汎銓,其他電子業,上市
6831,邁科,電腦及週邊設備業,上市
6834,天二科技,電子零組件業,上市
6835,圓裕,電子零組件業,上市
6838,台新藥,生技醫療業,上市
6840,東研信超,其他電子業,上櫃
6841,長佳智能,生技醫療業,上櫃
6843,進典,電機機械,上櫃
6844,諾貝兒,生技醫療業,上櫃
6846,綠茵,食品工業,上櫃
6854,錼創科技-KY創,半導體業,上市
6855,數泓科,其他電子業,上櫃
6856,鑫傳,文化創意業,上櫃
6859,伯特光,光電業,上櫃
6861,睿生光電,生技醫療業,上市
6862,三集瑞-KY,電子零組件業,上市
6863,永道-KY,通信網路業,上市
6865,偉康科技,數位雲端,上櫃
6869,雲豹能源,綠能環保,上市
6870,騰雲,數位雲端,上櫃
6872,浩宇生醫,生技醫療業,上櫃
6873,泓德能源,綠能環保,上市
6874,倍力,資訊服務業,上櫃
6875,國邑*,生技醫療業,上櫃
6877,鏵友益,其他電子業,上櫃
6881,潤德,其他業,上櫃
6884,海柏特,資訊服務業,上櫃
6885,全福生技,生技醫療業,上市
6887,寶綠特-KY,綠能環保,上市
6890,來億-KY,運動休閒,上市
6894,衛司特,綠能環保,上櫃
6895,宏碩系統,半導體業,上櫃
6899,創為精密,光電業,上櫃
6901,鑽石投資,其他業,上市
6902,GOGOLOOK,數位雲端,上市
6903,巨漢,其他電子業,上櫃
6904,伯鑫,其他業,上櫃
6906,現觀科,數位雲端,上市
6907,雅特力-KY,半導體業,上櫃
6908,宏碁遊戲-創,電子通路業,上市
6909,創控,半導體業,上市
6910,德鴻,數位雲端,上櫃
6913,鴻呈,電子零組件業,上櫃
6914,阜爾運通,其他業,上市
6916,華凌,光電業,上市
6918,愛派司,生技醫療業,上市
6919,康霈*,生技醫療業,上市
6921,嘉雨思-創,半導體業,上市
6922,宸曜,電腦及週邊設備業,上櫃
6923,中台,綠能環保,上市
6924,榮惠-KY創,電子零組件業,上市
6925,意藍,數位雲端,上櫃
6928,攸泰科技,電腦及週邊設備業,上市
6929,佑全,生技醫療業,上櫃
6931,青松健康,生技醫療業,上市
6933,AMAX-KY,電腦及週邊設備業,上市
6934,心誠鎂,生技醫療業,上市
6936,永鴻生技,生技醫療業,上市
6937,天虹,半導體業,上市
6944,兆聯實業,綠能環保,上市
6945,圓祥生技,生技醫療業,上櫃
6947,台鎔科技,綠能環保,上市
6949,沛爾生醫-創,生技醫療業,上市
6951,青新-創,綠能環保,上市
6952,大武山,其他業,上市
6953,家碩,半導體業,上櫃
6955,邦睿生技-創,生技醫療業,上市
6957,裕慶-KY,其他業,上市
6958,日盛台駿,其他業,上市
6961,旅天下,觀光餐旅,上櫃
6962,奕力-KY,半導體業,上市
6965,中傑-KY,運動休閒,上市
6967,汎瑋材料,電子零組件業,上櫃
6968,萬達寵物,居家生活,上櫃
6969,成信實業*-創,綠能環保,上市
6971,惠民實業,綠能環保,上櫃
6982,大井泵浦,電機機械,上櫃
6983,華洋精機,其他電子業,上櫃
6986,和迅,生技醫療業,上櫃
6988,威力暘-創,汽車工業,上市
6994,富威電力,綠能環保,上市
6996,力領科技,半導體業,上櫃
6997,博弘,數位雲端,上櫃
7402,邑錡,光電業,上櫃
7547,碩網,數位雲端,上櫃
7556,意德士,半導體業,上櫃
7584,樂意,文化創意業,上櫃
7610,聯友金屬-創,綠能環保,上市
7631,聚賢研發-創,其他電子業,上市
7642,昶瑞機電,電機機械,上櫃
7689,大鵬科CLMX,通信網路業,上市
7703,銳澤,其他電子業,上櫃
7704,明遠精密,半導體業,上櫃
7705,三商餐飲,觀光餐旅,上市
7708,全家餐飲,觀光餐旅,上櫃
7709,榮田,電機機械,上櫃
7711,永擎,電腦及週邊設備業,上市
7712,博盛半導體,半導體業,上櫃
7713,威力德生醫,生技醫療業,上櫃
7714,創泓科技,數位雲端,上櫃
7715,裕山,綠能環保,上櫃
7716,昱臺國際,航運業,上櫃
7717,萊德光電-KY,通信網路業,上櫃
7718,友鋮,電機機械,上櫃
7721,微程式,數位雲端,上市
7722,LINEPAY,數位雲端,上市
7723,築間,觀光餐旅,上櫃
7728,光焱科技,其他電子業,上櫃
7730,暉盛-創,半導體業,上市
7732,金興精密,汽車工業,上市
7734,印能科技,半導體業,上櫃
7736,虎山,汽車工業,上市
7738,東聯互動,數位雲端,上櫃
7740,熙特爾-創,綠能環保,上市
7743,金利食安,食品工業,上櫃
7744,崴寶,電子零組件業,上櫃
7747,昕奇雲端,數位雲端,上櫃
7749,意騰-KY,半導體業,上市
7750,新代,電機機械,上市
7751,竑騰,半導體業,上櫃
7753,星亞,光電業,上櫃
7757,金色三麥,觀光餐旅,上櫃
7760,享溫馨,觀光餐旅,上市
7765,中華資安,數位雲端,上市
7767,仁大資訊,資訊服務業,上櫃
7768,頌勝科技,半導體業,上市
7769,鴻勁,半導體業,上市
7770,君曜,半導體業,上櫃
7772,耀穎,半導體業,上櫃
7777,能率亞洲,其他業,上櫃
7780,大研生醫*,食品工業,上市
7782,光速火箭,居家生活,上櫃
7786,東方風能,綠能環保,上市
7788,松川精密,電子零組件業,上市
7791,皇家可口,食品工業,上市
7792,安葆,其他電子業,上櫃
7794,宏碁智新,居家生活,上櫃
7795,長廣,電子零組件業,上市
7799,禾榮科,生技醫療業,上市
7803,雲象科技-創,生技醫療業,上市
7805,威聯通,數位雲端,上櫃
7810,捷創科技,半導體業,上櫃
7811,民盛,運動休閒,上櫃
7814,海昌生技,生技醫療業,上櫃
7818,溢泰實業,綠能環保,上市
7819,精誠金融,資訊服務業,上櫃
7820,立盈,綠能環保,上櫃
7821,神數,汽車工業,上市
7822,倍利科,半導體業,上市
7823,奧義賽博-KY創,數位雲端,上市
7827,漢康-KY創,生技醫療業,上市
7828,創新服務,半導體業,上櫃
7835,永悅健康-創,數位雲端,上市
7839,達人網,數位雲端,上櫃
7842,天能綠電,綠能環保,上櫃
7855,和運租車,其他業,上市
8011,台通,通信網路業,上市
8016,矽創,半導體業,上市
8021,尖點,其他電子業,上市
8024,佑華,半導體業,上櫃
8027,鈦昇,電機機械,上櫃
8028,昇陽半導體,半導體業,上市
8032,光菱,電子通路業,上櫃
8033,雷虎,其他業,上市
8034,榮群,通信網路業,上櫃
8038,長園科,電子零組件業,上櫃
8039,台虹,電子零組件業,上市
8040,九暘,半導體業,上櫃
8042,金山電,電子零組件業,上櫃
8043,蜜望實,電子零組件業,上櫃
8044,網家,數位雲端,上櫃
8045,達運光電,通信網路業,上市
8046,南電,電子零組件業,上市
8047,星雲,其他電子業,上櫃
8048,德勝,通信網路業,上櫃
8049,晶采,光電業,上櫃
8050,廣積,電腦及週邊設備業,上櫃
8054,安國,半導體業,上櫃
8059,凱碩,通信網路業,上櫃
8064,東捷,光電業,上櫃
8066,來思達,居家生活,上櫃
8067,志旭,電子通路業,上櫃
8068,全達,電子通路業,上櫃
8069,元太,光電業,上櫃
8070,長華*,電子通路業,上市
8071,能率網通,電子零組件業,上櫃
8072,陞泰,電子通路業,上市
8074,鉅橡,電子零組件業,上櫃
8076,伍豐,電腦及週邊設備業,上櫃
8077,洛碁,觀光餐旅,上櫃
8080,泰霖,建材營造業,上櫃
8081,致新,半導體業,上市
8083,瑞穎,電機機械,上櫃
8084,巨虹,電子通路業,上櫃
8085,福華,其他電子業,上櫃
8086,宏捷科,半導體業,上櫃
8087,麗升能源,綠能環保,上櫃
8088,品安,半導體業,上櫃
8089,康全電訊,通信網路業,上櫃
8091,翔名,半導體業,上櫃
8092,建暐,其他電子業,上櫃
8093,保銳,電子零組件業,上櫃
8096,擎亞,電子通路業,上櫃
8097,常珵,通信網路業,上櫃
8099,大世科,資訊服務業,上櫃
8101,華冠,通信網路業,上市
8102,傑霖科技,半導體業,上櫃
8103,瀚荃,電子零組件業,上市
8104,錸寶,光電業,上市
8105,凌巨,光電業,上市
8107,大億金茂,電機機械,上櫃
8109,博大,電子零組件業,上櫃
8110,華東,半導體業,上市
8111,立碁,光電業,上櫃
8112,至上,電子通路業,上市
8114,振樺電,電腦及週邊設備業,上市
8121,越峰,電子零組件業,上櫃
8131,福懋科,半導體業,上市
8147,正淩,電子零組件業,上櫃
8150,南茂,半導體業,上市
8155,博智,電子零組件業,上櫃
8162,微矽電子-創,半導體業,上市
8163,達方,電腦及週邊設備業,上市
8171,天宇,綠能環保,上櫃
8176,智捷,通信網路業,上櫃
8182,加高,電子零組件業,上櫃
8183,精星,其他電子業,上櫃
8201,無敵,其他電子業,上市
8210,勤誠,電腦及週邊設備業,上市
8213,志超,電子零組件業,上市
8215,明基材,光電業,上市
8222,寶一,電機機械,上市
8227,巨有科技,半導體業,上櫃
8234,新漢,電腦及週邊設備業,上櫃
8240,華宏,光電業,上櫃
8249,菱光,電子零組件業,上市
8255,朋程,電機機械,上櫃
8261,富鼎,半導體業,上市
8271,宇瞻,半導體業,上市
8272,全景軟體,資訊服務業,上櫃
8277,商丞,半導體業,上櫃
8279,生展,生技醫療業,上櫃
8284,三竹,資訊服務業,上櫃
8289,泰藝,電子零組件業,上櫃
8291,尚茂,電子零組件業,上櫃
8299,群聯,半導體業,上櫃
8341,日友,綠能環保,上市
8342,益張,其他業,上櫃
8349,恒耀,鋼鐵工業,上櫃
8354,冠好,其他業,上櫃
8358,金居,電子零組件業,上櫃
8367,建新國際,航運業,上市
8374,羅昇,電機機械,上市
8383,千附,半導體業,上櫃
8390,金益鼎,綠能環保,上櫃
8401,白紗科,其他業,上櫃
8403,盛弘,生技醫療業,上櫃
8404,百和興業-KY,其他業,上市
8409,商之器,生技醫療業,上櫃
8410,森田,電腦及週邊設備業,上櫃
8411,福貞-KY,其他業,上市
8415,大國鋼,鋼鐵工業,上櫃
8416,實威,資訊服務業,上櫃
8421,旭源,其他業,上櫃
8422,可寧衛*,綠能環保,上市
8423,保綠-KY,綠能環保,上櫃
8424,惠普,建材營造業,上櫃
8426,紅木-KY,其他業,上櫃
8429,金麗-KY,貿易百貨業,上市
8431,匯鑽科,其他電子業,上櫃
8432,東生華,生技醫療業,上櫃
8433,弘帆,居家生活,上櫃
8435,鉅邁,其他業,上櫃
8436,大江,生技醫療業,上櫃
8437,大地-KY,其他業,上櫃
8438,昶昕,綠能環保,上市
8440,綠電,綠能環保,上櫃
8442,威宏-KY,其他業,上市
8443,阿瘦,貿易百貨業,上市
8444,綠河-KY,其他業,上櫃
8446,華研,文化創意業,上櫃
8450,霹靂,文化創意業,上櫃
8454,富邦媒,數位雲端,上市
8455,大拓-KY,其他電子業,上櫃
8462,柏文,運動休閒,上市
8463,潤泰材,其他業,上市
8464,億豐,居家生活,上市
8466,美吉吉-KY,其他業,上市
8467,波力-KY,運動休閒,上市
8472,夠麻吉,數位雲端,上櫃
8473,山林水,綠能環保,上市
8476,台境*,綠能環保,上市
8477,創業家,數位雲端,上櫃
8478,東哥遊艇,運動休閒,上市
8481,政伸,其他業,上市
8482,商億-KY,居家生活,上市
8487,愛爾達-創,數位雲端,上市
8488,吉源-KY,其他業,上市
8489,三貝德,其他業,上櫃
8499,鼎炫-KY,其他電子業,上市
8905,裕國,其他業,上櫃
8906,花王,其他業,上櫃
8908,欣雄,油電燃氣業,上櫃
8916,光隆,其他業,上櫃
8917,欣泰,油電燃氣業,上櫃
8921,沈氏,其他業,上櫃
8923,時報,文化創意業,上櫃
8924,大田,運動休閒,上櫃
8926,台汽電,油電燃氣業,上市
8927,北基,油電燃氣業,上櫃
8928,鉅明,運動休閒,上櫃
8929,富堡,其他業,上櫃
8930,青鋼,鋼鐵工業,上櫃
8931,大汽電,油電燃氣業,上櫃
8932,智通*,數位雲端,上櫃
8933,愛地雅,運動休閒,上櫃
8935,邦泰,其他業,上櫃
8936,國統,其他業,上櫃
8937,合騏*,其他業,上櫃
8938,明安,運動休閒,上櫃
8940,新天地,觀光餐旅,上市
8941,關中,居家生活,上櫃
8942,森鉅,其他業,上櫃
8996,高力,電機機械,上市
9103,美德醫療-DR,,上市
9105,泰金寶-DR,,上市
9110,越南控-DR,,上市
9136,巨騰-DR,,上市
9802,鈺齊-KY,運動休閒,上市
9902,台火,其他業,上市
9904,寶成,運動休閒,上市
9905,大華,其他業,上市
9906,欣巴巴,建材營造業,上市
9907,統一實,其他業,上市
9908,大台北,油電燃氣業,上市
9910,豐泰,運動休閒,上市
9911,櫻花,居家生活,上市
9912,偉聯,電腦及週邊設備業,上市
9914,美利達,運動休閒,上市
9917,中保科,其他業,上市
9918,欣天然,油電燃氣業,上市
9919,康那香,其他業,上市
9921,巨大,運動休閒,上市
9924,福興,居家生活,上市
9925,新保,其他業,上市
9926,新海,油電燃氣業,上市
9927,泰銘,其他業,上市
9928,中視,其他業,上市
9929,秋雨,其他業,上市
9930,中聯資源,綠能環保,上市
9931,欣高,油電燃氣業,上市
9933,中鼎,其他業,上市
9934,成霖,居家生活,上市
9935,慶豐富,居家生活,上市
9937,全國,油電燃氣業,上市
9938,百和,其他業,上市
9939,宏全,其他業,上市
9940,信義,其他業,上市
9941,裕融,其他業,上市
9942,茂順,其他業,上市
9943,好樂迪,觀光餐旅,上市
9944,新麗,其他業,上市
9945,潤泰新,其他業,上市
9946,三發地產,建材營造業,上市
9949,琉園,文化創意業,上櫃
9950,萬國通,塑膠工業,上櫃
9951,皇田,電機機械,上櫃
9955,佳龍,綠能環保,上市
9958,世紀鋼,鋼鐵工業,上市
9960,邁達康,運動休閒,上櫃
9962,有益,鋼鐵工業,上櫃
