市場,股票代號,英文名稱,原文名稱,中文名稱,信心,備註,成交值排行,市值排行
美股,COHR,Coherent Corp.,Coherent Corp.,Coherent,高,台媒無通用中譯，沿用英文；鉅亨、科技新報光通訊新聞皆寫 Coherent,79,
美股,UBER,"Uber Technologies, Inc.","Uber Technologies, Inc.",Uber,高,台媒慣用英文原名 Uber,80,
美股,GS,"Goldman Sachs Group, Inc.","The Goldman Sachs Group, Inc.",高盛,高,台灣媒體標準用法,81,
美股,ABNB,"Airbnb, Inc. Class A","Airbnb, Inc.",Airbnb,高,台媒慣用英文原名 Airbnb,82,
美股,NU,Nu Holdings Ltd. Class A,Nu Holdings Ltd.,Nu Holdings,中,台媒無通用中譯，沿用英文；多寫「巴西數位銀行 Nubank 母公司 Nu Holdings」,83,
美股,MCD,McDonald's Corporation,McDonald's Corporation,麥當勞,高,台灣媒體標準用法,84,
美股,ROIV,Roivant Sciences Ltd.,Roivant Sciences Ltd.,Roivant Sciences,中,台媒無通用中譯，沿用英文；鉅亨、MoneyDJ 皆保留英文原名,85,
美股,MPC,Marathon Petroleum Corporation,Marathon Petroleum Corporation,馬拉松石油,中,鉅亨網作「馬拉松石油」，部分媒體作「馬拉松原油」以區別 Marathon Oil (MRO),86,
美股,SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",思佳訊,高,MoneyDJ 與台灣代理商（大聯大）皆用「思佳訊」，台媒亦常寫 Skyworks,87,
美股,EIX,Edison International,Edison International,愛迪生國際,高,鉅亨網、CMoney 用法；旗下為南加州愛迪生電力,88,
美股,KLAC,KLA Corporation,KLA Corporation,科磊,高,台灣半導體媒體標準用法,89,
美股,CLX,Clorox Company,The Clorox Company,高樂氏,高,鉅亨網與台灣通路品牌名皆為「高樂氏」,90,
美股,PFE,Pfizer Inc.,Pfizer Inc.,輝瑞,高,台灣媒體標準用法,91,
美股,PNR,Pentair plc,Pentair plc,濱特爾,中,MoneyDJ 作「濱特爾公開有限公司」；台媒新聞多直接寫 Pentair,92,
美股,AVY,Avery Dennison Corporation,Avery Dennison Corporation,艾利丹尼森,中,公司繁中官網自稱「艾利丹尼森」，台媒新聞少見中譯,93,
美股,VLO,Valero Energy Corporation,Valero Energy Corporation,瓦萊羅能源,高,鉅亨網、MoneyDJ 一致用法,94,
美股,CSL,Carlisle Companies Incorporated,Carlisle Companies Incorporated,卡萊爾,中,MoneyDJ 作「卡萊爾夥伴公司」；與私募基金 Carlyle（凱雷）不同公司,95,
美股,HD,"Home Depot, Inc.","The Home Depot, Inc.",家得寶,高,台灣媒體多寫「家得寶」,96,
美股,MCK,McKesson Corporation,McKesson Corporation,麥克森,中,北美最大藥品配銷商，台媒多寫「麥克森」或直接用 McKesson,97,
美股,CNH,CNH Industrial NV,CNH Industrial N.V.,凱斯紐荷蘭工業,中,鉅亨網、MoneyDJ 用法（原代號 CNHI）,98,
美股,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",數位不動產信託,中,鉅亨網譯名；台媒資料中心 REITs 新聞多直接寫 Digital Realty,99,
美股,RPM,RPM International Inc.,RPM International Inc.,RPM International,中,台媒無通用中譯，沿用英文；鉅亨、MoneyDJ 皆保留英文原名,100,
